dataset,column_name,column_group,data_type_sample,missing_percentage_sample,sample_values,total_rows_in_file
train_transaction,V242,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
train_transaction,V243,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
train_transaction,V244,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
train_transaction,V245,anonymous_transaction_feature,float64,84.09,"['1.0', '1.0', '1.0']",590540
train_transaction,V246,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
train_transaction,V247,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
train_transaction,V248,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
train_transaction,V249,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
train_transaction,V250,anonymous_transaction_feature,float64,84.09,"['1.0', '1.0', '1.0']",590540
train_transaction,V251,anonymous_transaction_feature,float64,84.09,"['1.0', '1.0', '1.0']",590540
train_transaction,V252,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
train_transaction,V253,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
train_transaction,V254,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
train_transaction,V255,anonymous_transaction_feature,float64,84.09,"['1.0', '1.0', '1.0']",590540
train_transaction,V256,anonymous_transaction_feature,float64,84.09,"['1.0', '1.0', '1.0']",590540
train_transaction,V257,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
train_transaction,V258,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
train_transaction,V259,anonymous_transaction_feature,float64,84.09,"['1.0', '1.0', '1.0']",590540
train_transaction,V260,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
train_transaction,V261,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
train_transaction,V262,anonymous_transaction_feature,float64,84.18,"['1.0', '1.0', '1.0']",590540
train_transaction,V263,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '166.21539306640625']",590540
train_transaction,V264,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '166.21539306640625']",590540
train_transaction,V265,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '166.21539306640625']",590540
train_transaction,V266,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '90.3279037475586']",590540
train_transaction,V267,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '90.3279037475586']",590540
train_transaction,V268,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '90.3279037475586']",590540
train_transaction,V269,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V270,anonymous_transaction_feature,float64,84.09,"['0.0', '0.0', '90.3279037475586']",590540
train_transaction,V271,anonymous_transaction_feature,float64,84.09,"['0.0', '0.0', '90.3279037475586']",590540
train_transaction,V272,anonymous_transaction_feature,float64,84.09,"['0.0', '0.0', '90.3279037475586']",590540
train_transaction,V273,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V274,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V275,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '0.0']",590540
train_transaction,V276,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '75.88749694824219']",590540
train_transaction,V277,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '75.88749694824219']",590540
train_transaction,V278,anonymous_transaction_feature,float64,84.18,"['0.0', '0.0', '75.88749694824219']",590540
train_transaction,V279,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V280,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V281,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V282,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V283,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V284,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V285,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V286,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V287,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V288,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V289,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V290,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V291,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V292,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V293,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V294,anonymous_transaction_feature,float64,0.0,"['1.0', '0.0', '0.0']",590540
train_transaction,V295,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V296,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V297,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V298,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V299,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V300,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V301,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V302,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V303,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V304,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V305,anonymous_transaction_feature,float64,0.0,"['1.0', '1.0', '1.0']",590540
train_transaction,V306,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V307,anonymous_transaction_feature,float64,0.0,"['117.0', '0.0', '0.0']",590540
train_transaction,V308,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V309,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V310,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V311,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V312,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V313,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V314,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V315,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V316,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V317,anonymous_transaction_feature,float64,0.0,"['117.0', '0.0', '0.0']",590540
train_transaction,V318,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V319,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V320,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V321,anonymous_transaction_feature,float64,0.0,"['0.0', '0.0', '0.0']",590540
train_transaction,V322,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V323,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V324,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V325,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V326,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V327,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V328,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V329,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V330,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V331,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V332,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V333,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V334,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V335,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V336,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V337,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V338,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_transaction,V339,anonymous_transaction_feature,float64,86.15,"['0.0', '0.0', '0.0']",590540
train_identity,TransactionID,identifier,int64,0.0,"['2987004', '2987008', '2987010']",144233
train_identity,id_01,identity_feature,float64,0.0,"['0.0', '-5.0', '-5.0']",144233
train_identity,id_02,identity_feature,float64,2.5,"['70787.0', '98945.0', '191631.0']",144233
train_identity,id_03,identity_feature,float64,54.21,"['0.0', '0.0', '3.0']",144233
train_identity,id_04,identity_feature,float64,54.21,"['0.0', '0.0', '0.0']",144233
train_identity,id_05,identity_feature,float64,5.21,"['0.0', '0.0', '0.0']",144233
train_identity,id_06,identity_feature,float64,5.21,"['-5.0', '0.0', '-6.0']",144233
train_identity,id_07,identity_feature,float64,96.41,"['22.0', '6.0', '-1.0']",144233
train_identity,id_08,identity_feature,float64,96.41,"['-34.0', '-55.0', '-100.0']",144233
train_identity,id_09,identity_feature,float64,46.06,"['0.0', '0.0', '3.0']",144233
train_identity,id_10,identity_feature,float64,46.06,"['0.0', '0.0', '0.0']",144233
train_identity,id_11,identity_feature,float64,2.5,"['100.0', '100.0', '100.0']",144233
train_identity,id_12,identity_feature,object,0.0,"['NotFound', 'NotFound', 'NotFound']",144233
train_identity,id_13,identity_feature,float64,22.77,"['49.0', '52.0', '52.0']",144233
train_identity,id_14,identity_feature,float64,30.08,"['-480.0', '-300.0', '-300.0']",144233
train_identity,id_15,identity_feature,object,2.5,"['New', 'New', 'Found']",144233
train_identity,id_16,identity_feature,object,8.13,"['NotFound', 'NotFound', 'Found']",144233
train_identity,id_17,identity_feature,float64,3.36,"['166.0', '166.0', '121.0']",144233
train_identity,id_18,identity_feature,float64,70.83,"['15.0', '18.0', '15.0']",144233
train_identity,id_19,identity_feature,float64,3.36,"['542.0', '621.0', '410.0']",144233
train_identity,id_20,identity_feature,float64,3.39,"['144.0', '500.0', '142.0']",144233
train_identity,id_21,identity_feature,float64,96.44,"['252.0', '252.0', '657.0']",144233
train_identity,id_22,identity_feature,float64,96.4,"['14.0', '14.0', '41.0']",144233
train_identity,id_23,identity_feature,object,96.4,"['IP_PROXY:TRANSPARENT', 'IP_PROXY:TRANSPARENT', 'IP_PROXY:ANONYMOUS']",144233
train_identity,id_24,identity_feature,float64,96.68,"['11.0', '11.0', '15.0']",144233
train_identity,id_25,identity_feature,float64,96.41,"['321.0', '321.0', '161.0']",144233
train_identity,id_26,identity_feature,float64,96.4,"['184.0', '102.0', '159.0']",144233
train_identity,id_27,identity_feature,object,96.4,"['Found', 'Found', 'Found']",144233
train_identity,id_28,identity_feature,object,2.5,"['New', 'New', 'Found']",144233
train_identity,id_29,identity_feature,object,2.5,"['NotFound', 'NotFound', 'Found']",144233
train_identity,id_30,identity_feature,object,31.65,"['Android 7.0', 'iOS 11.1.2', 'Mac OS X 10_11_6']",144233
train_identity,id_31,identity_feature,object,2.66,"['samsung browser 6.2', 'mobile safari 11.0', 'chrome 62.0']",144233
train_identity,id_32,identity_feature,float64,31.64,"['32.0', '32.0', '24.0']",144233
train_identity,id_33,identity_feature,object,36.75,"['2220x1080', '1334x750', '1280x800']",144233
train_identity,id_34,identity_feature,object,31.99,"['match_status:2', 'match_status:1', 'match_status:2']",144233
train_identity,id_35,identity_feature,object,2.5,"['T', 'T', 'F']",144233
train_identity,id_36,identity_feature,object,2.5,"['F', 'F', 'F']",144233
train_identity,id_37,identity_feature,object,2.5,"['T', 'F', 'T']",144233
train_identity,id_38,identity_feature,object,2.5,"['T', 'T', 'T']",144233
train_identity,DeviceType,time_delta_feature,object,2.5,"['mobile', 'mobile', 'desktop']",144233
train_identity,DeviceInfo,time_delta_feature,object,13.85,"['SAMSUNG SM-G892A Build/NRD90M', 'iOS Device', 'Windows']",144233
